url,title,organization,date_created,date_updated,licence,notes,category
http://statistics.gov.scot/data/business-stocks-and-sites-by-region-of-ownership,Business Stocks and Sites by Region of Ownership,Scottish Government,2019-02-08T13:55:02Z,2022-11-30T11:35:51.586Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of VAT/PAYE registered stocks and sites operating in Scotland by region of ownership,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/business-stocks-and-sites-by-urban-rural-classification,Business Stocks and Sites by Urban Rural Classification,Scottish Government,2019-01-30T09:30:55Z,2022-11-30T11:33:46.569Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of VAT/PAYE registered stocks and sites operating in Scotland by Urban Rural Classification,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/child-benefit---families,Child Benefit - Families,Scottish Government,2018-12-14T12:02:39Z,2020-08-28T07:31:39Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Geographical analysis of families claiming Child Benefit at small area levels. Number of families in a live Child Benefit award as at 31st August.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/labour-productivity-quarterly,Labour Productivity: Quarterly,Scottish Government,2018-11-23T16:08:03Z,2022-07-21T10:34:16.282Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The average amount of economic output produced per job and per hour worked in Scotland,Economy
http://statistics.gov.scot/data/labour-productivity-annual,Labour Productivity: Annual,Scottish Government,2018-11-23T15:59:55Z,2022-07-21T10:34:16.282Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The average amount of economic output produced per job and per hour worked in Scotland.,Economy
http://statistics.gov.scot/data/educational-attainment-of-school-leavers,Educational attainment of school leavers,Scottish Government,2018-11-05T10:46:25Z,2022-11-21T10:07:30.296Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The score is a weighted average of the highest level of qualification achieved by school leavers, for all leavers within a data zone and intermediate zone, over three academic years. The score is based on the SCQF Level of qualifications gained by leavers in National Qualifications and Skills for Work. These statistics are affected by the COVID-19 pandemic. See the 'Description' box for more information.","Education, Skills and Training"
http://statistics.gov.scot/data/self-employment,Self Employment,Scottish Government,2018-10-10T20:48:59Z,2022-03-28T15:51:58Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Self Employment level and ratio (aged 16 and over).,Labour Force
http://statistics.gov.scot/data/gender-employment-gap,Gender Employment Gap,Scottish Government,2018-10-08T11:29:27Z,2022-03-28T15:51:58Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The difference between the employment rates for men and women (aged 16-64).,Labour Force
http://statistics.gov.scot/data/net-migration,Net Migration,National Records of Scotland,2018-09-07T10:02:49Z,2022-07-13T08:39:30Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Net migration by age, sex, council area and year.",Population
http://statistics.gov.scot/data/migration-to-and-from-scotland,Migration To and From Scotland,National Records of Scotland,2018-09-05T16:41:05Z,2022-07-13T08:40:09Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Migration to and from Scotland by single year of age, sex and year.",Population
http://statistics.gov.scot/data/household-projections-of-average-household-size,Household Projections of Average Household Size,National Records of Scotland,2018-08-03T18:07:35Z,2022-08-24T07:39:42.132Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"25 year projection of household size (people per household) for Council Areas, Health Board areas, and National Parks. The data given here is part of the same projection shown in Household Projections, which shows a more detailed breakdown of the projection",Housing
http://statistics.gov.scot/data/household-projections,Household Projections,National Records of Scotland,2018-08-03T17:58:11Z,2022-08-24T07:39:42.132Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"25 year projection of households for Council Areas, Health Board Areas, and National Parks. The data is broken down by the household reference person age and the type of household",Housing
http://statistics.gov.scot/data/local-authority-vacant-dwellings-vacancies-arising-during-the-year,Local Authority Vacant Dwellings (vacancies arising during the year),Scottish Government,2018-07-20T12:54:17Z,2022-11-30T12:10:27.810Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of Local Authority dwellings falling vacant during the year and which are available for reletting (whether or not relet),Housing
http://statistics.gov.scot/data/local-authority-vacant-dwellings,Local Authority Vacant Dwellings,Scottish Government,2018-07-20T12:33:41Z,2022-11-30T12:08:31.125Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Local authority vacant stock: as at 31 March each year, by current status and length of vacancy",Housing
http://statistics.gov.scot/data/settlements-and-localities-population,Settlements and Localities Population,National Records of Scotland,2018-06-19T10:01:24Z,2022-03-29T14:11:46Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Mid-year population estimates for built-up areas of Scotland. ,Population
http://statistics.gov.scot/data/gross-expenditure-on-research-and-development,Gross Expenditure on Research and Development ,Scottish Government,2018-06-18T09:09:45Z,2022-12-15T15:59:50.239Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Gross Expenditure on Research and Development in Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/business-enterprise-research-and-development-expenditure,Business Enterprise Research and Development Expenditure,Scottish Government,2018-06-18T09:06:17Z,2023-01-10T15:12:19.392Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Expenditure and employment on research and development by businesses in Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/discretionary-housing-payments-applications,Discretionary Housing Payments Applications,Scottish Government,2018-06-04T10:17:30Z,2022-05-24T10:32:10Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of applications received by Local Authorities for Discretionary Housing Payments,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/discretionary-housing-payments-determinations,Discretionary Housing Payments Determinations,Scottish Government,2018-06-04T10:17:30Z,2022-05-24T11:06:59Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of determinations (decisions to make or not make an award) made by Local Authorities on Discretionary Housing Payments applications.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/discretionary-housing-payments-awards,Discretionary Housing Payments Awards,Scottish Government,2018-06-04T10:17:30Z,2022-05-24T10:56:25Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of awards made by Local Authorities for Discretionary Housing Payments.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/discretionary-housing-payments-expenditure,Discretionary Housing Payments Expenditure,Scottish Government,2018-06-04T10:17:30Z,2022-05-24T11:06:59Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Amount spent by Local Authorities on awards for Discretionary Housing Payments,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites,Scottish Government,2018-05-22T09:23:35Z,2022-11-30T11:32:04.717Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number and rate (per 10,000 adults) of VAT/PAYE registered stocks and sites operating in Scotland.","Business, Enterprise and Energy"
http://statistics.gov.scot/data/local-authority-services-and-performance---shs,Local Authority Services and Performance - Scottish Household Survey,Scottish Government,2018-05-16T17:13:42Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Percentage of adults who agree with various statements about local authority services and performance, from the Scottish Household Survey (SHS)",Access to Services
http://statistics.gov.scot/data/local-authority-housing-lettings,Local Authority Housing Lettings,Scottish Government,2018-05-16T15:54:51Z,2022-11-30T12:06:37.279Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Lettings of local authority dwellings, by local authority",Housing
http://statistics.gov.scot/data/non-domestic-energy-performance-certificates,Non-domestic Energy Performance Certificates - Dataset to Q3 2022,Scottish Government,2018-05-01T13:37:01Z,2022-11-04T13:56:44.213Z,,Management Information: environmental data on Non-domestic Energy Performance Certificate (EPC) and Recommendations Report for each current record held on the Scottish EPC Register from Q1 2013 to Q3 2022.  Data extracted October 2022.,Management Information
http://statistics.gov.scot/data/domestic-energy-performance-certificates,Domestic Energy Performance Certificates - Dataset to Q3 2022,Scottish Government,2018-05-01T13:34:11Z,2023-01-26T11:26:55.448Z,,Management Information: environmental data on the Domestic Energy Performance Certificate (EPC) and Recommendations Report for each current record held on the Scottish EPC Register from Q4 2012 to Q3 2022.  Data extracted October 2022.  ,Management Information
http://statistics.gov.scot/data/breadth-and-depth,Schools - Breadth and Depth of Qualifications,Scottish Government,2018-04-24T15:17:15Z,2022-06-05T12:47:44Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The range of qualifications taken by school pupils and the level at which they are achieved,"Education, Skills and Training"
http://statistics.gov.scot/data/education-establishments,Education establishments,Scottish Government,2018-04-24T15:17:15Z,2022-06-01T15:08:09Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Reference information on schools and other types of educational establishments.,"Education, Skills and Training"
http://statistics.gov.scot/data/literacy-and-numeracy,Schools - Literacy and Numeracy,Scottish Government,2018-04-24T15:17:15Z,2022-06-02T09:07:50Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The percentage of school leavers attaining literacy and numeracy at SCQF level 4 or better and SCQF level 5 or better						,"Education, Skills and Training"
http://statistics.gov.scot/data/positive-destinations,Schools - Positive Leaver Destinations,Scottish Government,2018-04-24T15:17:15Z,2022-06-02T08:46:28Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The percentage of school leavers going to a 'positive destination' on leaving school,"Education, Skills and Training"
http://statistics.gov.scot/data/attainment-for-all,Schools - Attainment for All,Scottish Government,2018-04-24T15:17:15Z,2022-06-05T12:39:57Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"School leaver average total tariff score: grouped into the lowest 20%, middle 60% and highest 20% of attainers for each school","Education, Skills and Training"
http://statistics.gov.scot/data/attainment-by-deprivation-quintile,Schools - Attainment by Deprivation,Scottish Government,2018-04-24T15:17:15Z,2022-06-05T12:43:36Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The average total tariff score, and percentage of school leavers by Scottish Index of Multiple Deprivation (SIMD) Quintile					","Education, Skills and Training"
http://statistics.gov.scot/data/leaver-count,Schools - Leaver Count,Scottish Government,2018-04-24T15:17:15Z,2022-06-02T09:15:28Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The number of school leavers for each establishment, by year","Education, Skills and Training"
http://statistics.gov.scot/data/exports,Exports by Industry,Scottish Government,2018-04-19T10:59:06Z,2021-10-25T12:16:50Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Scottish international exports and Scottish exports to the rest of the UK broken down by industry sector.,Economy
http://statistics.gov.scot/data/business-demography---survival,Business Demography - Survival,Scottish Government,2018-04-11T12:02:40Z,2022-05-18T12:07:56Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number and rate (percent) of VAT/PAYE business survival.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/business-demography---births-and-deaths,Business Demography - Births and Deaths,Scottish Government,2018-04-11T12:02:40Z,2022-06-06T11:03:59Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number and rate (per 10,000 adults) of VAT/PAYE registrations and de-registrations.","Business, Enterprise and Energy"
http://statistics.gov.scot/data/dwelling-disrepair-scottish-house-condition-survey,Dwelling Disrepair (Scottish House Condition Survey),Scottish Government,2018-03-28T17:16:51Z,2022-10-14T13:58:18.647Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The proportion of households with any (basic) disrepair, disrepair to critical elements, urgent disrepair or extensive disrepair to their dwelling, by dwelling types,  household characteristics and council area. Derived from the Scottish House Condition Survey (SHCS). ",Housing
http://statistics.gov.scot/data/foi,Features Of Interest,Scottish Government,2018-03-26T10:20:27Z,2023-02-01T14:02:52.380Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"A reference dataset containing relationships between geographic features, along with their geometries. This dataset helps drive the PublishMyData Atlas feature.  ",Reference
http://statistics.gov.scot/data/Life-Expectancy,Life Expectancy,Scottish Government,2018-03-23T16:46:02Z,2022-10-11T09:58:54.232Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Life expectancy in years, at birth and for age groups",Population
http://statistics.gov.scot/data/community-belonging---shs,Community belonging - Scottish Household Survey,Scottish Government,2018-03-23T12:55:11Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"How strongly adults in Scotland feel they belong to their immediate neighbourhood, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/area-improvement---shs,Area improvement - Scottish Household Survey,Scottish Government,2018-03-23T12:29:32Z,2020-12-03T13:54:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"If local neighbourhood has improved over the last three years, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/neighbourhood-rating---shs,Neighbourhood rating - Scottish Household Survey,Scottish Government,2018-03-23T11:43:02Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"How adults in Scotland rate their local neighbourhood as a place to live, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/land-and-buildings-transaction-tax-revenues,Land and Buildings Transaction Tax Revenues,Revenue Scotland,2018-03-22T18:08:54Z,2023-02-10T10:21:18.759Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Land and Buildings Transaction Tax revenues by month of submission, type of transaction, type of property and total consideration. Additional Dwelling Supplement revenue and repayments claimed by month of submission are also provided.",Economy
http://statistics.gov.scot/data/land-and-buildings-transaction-tax-notifiable-transactions,Land and Buildings Transaction Tax Notifiable Transactions,Revenue Scotland,2018-03-22T18:08:17Z,2023-02-10T10:20:50.136Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Land and Buildings Transaction Tax (LBTT) notifiable transactions by month of submission, type of transaction, type of property and total consideration. LBTT notifiable transactions in which Additional Dwelling Supplement was declared due by month of submission are also provided.",Economy
http://statistics.gov.scot/data/housing-lists,Housing Lists,Scottish Government,2018-03-12T15:32:46Z,2022-11-30T11:58:35.588Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Total number of applications on waiting lists and transfer lists for a local authority dwelling,Housing
http://statistics.gov.scot/data/community-ownership-area-of-land,Community Ownership – Area of Land,Scottish Government,2018-02-14T10:59:01Z,2022-11-10T15:14:28.255Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Area of land in community ownership (hectares),Community Wellbeing and Social Environment
http://statistics.gov.scot/data/community-ownership-number-of-community-groups,Community Ownership – Number of Community Groups,Scottish Government,2018-02-14T10:59:01Z,2022-11-10T15:14:28.255Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of community groups that own assets,Community Wellbeing and Social Environment
http://statistics.gov.scot/data/community-ownership-number-of-land-parcels-assets,Community Ownership – Number of Assets,Scottish Government,2018-02-14T10:59:01Z,2022-11-10T15:14:28.255Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of assets in community ownership,Community Wellbeing and Social Environment
http://statistics.gov.scot/data/local-authority-housing-stock-by-age,Local Authority Housing Stock by Age,Scottish Government,2018-02-12T11:26:33Z,2022-11-30T12:04:52.142Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Local Authority owned housing stock, by age of dwelling",Housing
http://statistics.gov.scot/data/household-financial-management---shs,Household Financial Management - Scottish Household Survey,Scottish Government,2018-01-29T16:02:15Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"How households in Scotland manage financially, from the Scottish Household Survey (SHS)",Housing
http://statistics.gov.scot/data/local-authority-housing-stock-by-normal-use,Local Authority Housing Stock by Normal Use,Scottish Government,2017-11-29T16:28:10Z,2022-11-30T12:00:58.608Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Local Authority owned housing stock, by normal use of dwelling",Housing
http://statistics.gov.scot/data/children-in-families-with-limited-resources,Children in Families with Limited Resources,Scottish Government,2017-11-28T09:35:15Z,2019-06-26T11:31:56Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Percent of children in families that have both low income and cannot afford three or more out of a list of 22 basic necessities.,Children and Young People
http://statistics.gov.scot/data/local-authority-housing-stock-by-type,Local Authority Housing Stock by Type,Scottish Government,2017-11-22T14:39:01Z,2022-11-30T12:02:56.265Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Local Authority owned housing stock, by type of dwelling",Housing
http://statistics.gov.scot/data/population-projections,Population Projections (2016-based),National Records of Scotland,2017-11-09T15:16:41Z,2019-10-21T16:04:46Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Population projections for Scotland and Scottish Areas, based on 2016 population estimates. Please see the Population Projections (2018-based) dataset for the most up-to-date projections.",Population
http://statistics.gov.scot/data/bus-accessibility,Bus Accessibility,Scottish Government,2017-10-10T14:24:54Z,2021-10-25T13:20:24Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The indicator gives a score for the availability and frequency of bus service in each data zone.,Transport
http://statistics.gov.scot/data/fire---type-of-incident,Fire - Type of Incident,Scottish Fire and Rescue Service,2017-10-04T15:56:45Z,2022-12-16T09:39:51.130Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number of fires, by type of fire and whether accidental or not",Crime and Justice
http://statistics.gov.scot/data/homelessness-applications,Homelessness Applications,Scottish Government,2017-09-22T14:01:20Z,2022-09-27T10:41:24.440Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Summary figures of 1) all homelessness applications to local authorities each financial year in Scotland, 2) the total number of these assessed as homeless or threatened with homelessness.",Housing
http://statistics.gov.scot/data/temporary-accommodation-statistics,Temporary Accommodation Statistics,Scottish Government,2017-09-22T11:00:25Z,2022-09-27T10:42:22.603Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,These figures show a snapshot figure of the number of households in Temporary Accommodation per local authority at 31st March each year.,Housing
http://statistics.gov.scot/data/scottish-accommodation-occupancy,Scottish Accommodation Occupancy ,VisitScotland,2017-08-31T13:17:59Z,2022-08-31T12:40:07.885Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The Scottish Accommodation Occupancy Survey (SAOS) gathers and analyses data on occupancy levels in hotels, guest houses, B&Bs, self-catering, hostels and caravan & camping parks.","Business, Enterprise and Energy"
http://statistics.gov.scot/data/tourism-day-visits---location,Tourism Day Visits - Location,VisitScotland,2017-08-30T14:54:48Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Great Britain Day Visits Survey measures the visits and expenditure of tourism day visitors to Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/tourism-day-visits---activities,Tourism Day Visits - Activities,VisitScotland,2017-08-30T14:54:35Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Great Britain Day Visits Survey measures the visits and expenditure of tourism day visitors to Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/tourism-day-visits---transport,Tourism Day Visits - Transport,VisitScotland,2017-08-30T14:54:22Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Great Britain Day Visits Survey measures the visits and expenditure of tourism day visitors to Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/tourism-day-visits---demographics,Tourism Day Visits - Demographics,VisitScotland,2017-08-30T14:23:46Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Great Britain Day Visits Survey measures the visits and expenditure of tourism day visitors to Scotland.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/gross-domestic-product-quarterly-output-by-industry,Gross Domestic Product: Quarterly Output by Industry,Scottish Government,2017-08-23T09:31:13Z,2023-02-06T10:57:12.481Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The value of goods and services produced quarterly,Economy
http://statistics.gov.scot/data/gross-domestic-product-annual-output-by-industry,Gross Domestic Product: Annual Output by Industry,Scottish Government,2017-08-23T09:11:21Z,2023-02-06T10:57:12.481Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The value of goods and services produced annually, reported as an index (chainlinked volume measure)",Economy
http://statistics.gov.scot/data/household-tenure-sscq,Household Tenure - Scottish Survey Core Questions ,Scottish Government,2017-08-17T15:42:14Z,2021-01-19T09:40:31Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The way in which the household occupies their accomodation. The Scottish Survey Core Questions is an innovative project drawing together multiple household surveys to provide a large sample for subnational analysis. ,Housing
http://statistics.gov.scot/data/smoking-prevalence-and-deprivation-salsus,Smoking prevalence and deprivation (SALSUS),Scottish Government,2017-08-17T10:45:26Z,2022-07-20T10:08:13.108Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Deprivation by smoking behaviour, age and gender",Health and Social Care
http://statistics.gov.scot/data/regional-domestic-tourism,Regional Domestic Tourism,VisitScotland,2017-08-16T14:45:26Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Domestic tourism statistics by region and year. All figures come from the Great Britain Tourism Survey (GBTS) and represent 3-year annual averages due to small sample sizes on regional level.,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/council-tax-collection-rates,Council Tax Collection Rates,Scottish Government,2017-08-04T12:26:05Z,2022-09-20T08:28:58.095Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Data on Council Tax amounts billed and collected, up to the end of the most recent complete billing year","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/drug-use-behaviour-and-deprivation-salsus,Drug use behaviour and deprivation (SALSUS),Scottish Government,2017-08-03T15:44:16Z,2022-07-20T10:08:13.108Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Deprivation by drug use behaviour, age, and gender",Health and Social Care
http://statistics.gov.scot/data/drinking-behaviour-and-emotional-and-behavioural-problems-salsus,Drinking behaviour and emotional and behavioural problems (SALSUS),Scottish Government,2017-08-03T14:17:02Z,2022-07-20T10:08:13.108Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Emotional and behavioural problems, by drinking behaviour, age, and gender",Health and Social Care
http://statistics.gov.scot/data/mid-year-household-estimates,Mid-Year Household Estimates,National Records of Scotland,2017-07-13T11:27:39Z,2022-06-23T08:34:33Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The number of households in each council area and in Scotland,Housing
http://statistics.gov.scot/data/average-household-size,Average Household Size,National Records of Scotland,2017-07-07T08:58:56Z,2022-08-17T09:15:07.410Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The average number of people per household in each council area and in Scotland,Housing
http://statistics.gov.scot/data/household-type,Household Type,National Records of Scotland,2017-07-06T15:18:54Z,2022-06-08T11:47:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The number of households of different types in Scotland (i.e. 2 adult household),Housing
http://statistics.gov.scot/data/smoking-behaviour-and-self-rated-health-salsus,Smoking behaviour and self-rated health (SALSUS),Scottish Government,2017-06-06T13:34:42Z,2022-07-20T10:08:13.108Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Self-assessed general health by smoking status, age, and gender",Health and Social Care
http://statistics.gov.scot/data/local-level-distribution-of-household-income-estimates-2014,Local Level Distribution of Household Income Estimates 2014,Scottish Government,2017-05-23T09:13:55Z,2018-06-15T15:49:05Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Gross household income distribution estimates at Data Zone level for 2014,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/delayed-discharges-monthly-census,Delayed Discharges - Monthly Census ,Public Health Scotland,2017-05-19T09:58:05Z,2023-02-08T15:06:24.178Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of delays by length of delay and reason for delay at the monthly census point.,Health and Social Care
http://statistics.gov.scot/data/child-benefit,Child Benefit - Children,HM Revenue and Customs,2017-05-17T15:42:10Z,2020-08-28T07:31:39Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Geographical analysis of Child Benefit at small area levels. Number of children in a live Child Benefit award as at 31st August.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/local-level-average-household-income-estimates-2014,Local Level Average Household Income Estimates 2014,Scottish Government,2017-05-16T08:43:39Z,2018-06-15T15:49:05Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Mean and median gross household income estimates at Data Zone level for 2014,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/population-estimates-historical-geographic-boundaries,Population Estimates (Historical Geographic Boundaries),National Records of Scotland,2017-05-12T18:21:20Z,2021-11-25T11:47:22Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Mid-year population estimates. Higher geographies are aggregated from 2001 Data Zones.,Population
http://statistics.gov.scot/data/scottish-welfare-fund-applications,Scottish Welfare Fund Applications,Scottish Government,2017-04-26T14:40:11Z,2022-08-25T14:42:23.451Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of applications received for Community Care Grants and Crisis Grants for the Scottish Welfare Fund,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/scottish-welfare-fund-expenditure,Scottish Welfare Fund Expenditure,Scottish Government,2017-04-26T14:40:11Z,2022-08-25T14:42:23.451Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Expenditure for awards paid out for the Scottish Welfare Fund,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/new-clients-presenting-at-specialist-drug-treatment-services-sdmd,New clients presenting at specialist drug treatment services (SDMD),Public Health Scotland,2017-04-13T15:36:13Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Individuals presenting for initial assessment (for new drug treatment episode) at specialist drug treatment services, and for whom a SMR25a form was submitted to Scottish Drug Misuse Database (SDMD). Selected breakdowns by age, gender, illicit drug, prescribed drug and whether or not client injects. ",Health and Social Care
http://statistics.gov.scot/data/organisations,Organisations,Scottish Government,2017-04-12T16:11:16Z,2019-05-22T11:27:20Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,A dataset with all of the organisations involved in creating and publishing statistics on this site.,Reference
http://statistics.gov.scot/data/children-in-low-income-families,Children in Low Income Families,HM Revenue and Customs,2017-03-31T13:20:21Z,2019-11-22T15:02:15Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The number and percentage of children living in families in receipt of Child Tax Credit (CTC) whose reported income is less than 60 per cent of the median income or in receipt of Income Support (IS) or Income-Based Jobseekers Allowance (JSA).,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/number-of-general-practices-with-registered-patients,Number of General Practices with Registered Patients ,Public Health Scotland,2017-03-24T11:00:08Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Data indicates the number of general practices (GP surgeries) by area as at 1 October for each year presented.,Health and Social Care
http://statistics.gov.scot/data/headcount-of-general-practice-workforce,Headcount of General Practice Workforce ,Public Health Scotland,2017-03-24T11:00:08Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Data indicates headcount of GP workforce by Health Board and Local Authority as at 30 September for each year presented. ,Health and Social Care
http://statistics.gov.scot/data/general-practice-list-size,General Practice List Size,Public Health Scotland,2017-03-24T11:00:08Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Data indicates patients registered with practices by Health Board and Local Authority as at 1 October for each year presented. ,Health and Social Care
