Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source
Housing Data Supply 2020,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::housing-data-supply-2020,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::housing-data-supply-2020.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2021-10-08 00:00:00.000000,,,CSV,,Housing Data Supply 2020,,,Polygons showing sites included in the North Ayrshire Housing Land Supply including data on housing completions on those sites and future programming.,DCAT feed
Housing Data Supply 2020,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::housing-data-supply-2020,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::housing-data-supply-2020.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2021-10-08 00:00:00.000000,,,KML,,Housing Data Supply 2020,,,Polygons showing sites included in the North Ayrshire Housing Land Supply including data on housing completions on those sites and future programming.,DCAT feed
Housing Data Supply 2020,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::housing-data-supply-2020,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::housing-data-supply-2020.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2021-10-08 00:00:00.000000,,,ZIP,,Housing Data Supply 2020,,,Polygons showing sites included in the North Ayrshire Housing Land Supply including data on housing completions on those sites and future programming.,DCAT feed
Polling Places,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-places,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal/MapServer/12,,,2017-05-25 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Political;Polling Places,,,Location of electoral polling places (2021) within North Ayrshire,DCAT feed
Polling Places,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-places,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-places.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,GeoJSON,,North Ayrshire;Political;Polling Places,,,Location of electoral polling places (2021) within North Ayrshire,DCAT feed
Polling Places,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-places,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-places.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,CSV,,North Ayrshire;Political;Polling Places,,,Location of electoral polling places (2021) within North Ayrshire,DCAT feed
Polling Places,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-places,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-places.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,KML,,North Ayrshire;Political;Polling Places,,,Location of electoral polling places (2021) within North Ayrshire,DCAT feed
Polling Places,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-places,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-places.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,ZIP,,North Ayrshire;Political;Polling Places,,,Location of electoral polling places (2021) within North Ayrshire,DCAT feed
Polling Districts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-districts,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal/MapServer/11,,,2017-05-25 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Boundaries;Political;Polling Districts,,,Boundaries of electoral polling districts (2021) within North Ayrshire ,DCAT feed
Polling Districts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-districts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-districts.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,GeoJSON,,North Ayrshire;Boundaries;Political;Polling Districts,,,Boundaries of electoral polling districts (2021) within North Ayrshire ,DCAT feed
Polling Districts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-districts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-districts.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,CSV,,North Ayrshire;Boundaries;Political;Polling Districts,,,Boundaries of electoral polling districts (2021) within North Ayrshire ,DCAT feed
Polling Districts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-districts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-districts.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,KML,,North Ayrshire;Boundaries;Political;Polling Districts,,,Boundaries of electoral polling districts (2021) within North Ayrshire ,DCAT feed
Polling Districts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::polling-districts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::polling-districts.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,ZIP,,North Ayrshire;Boundaries;Political;Polling Districts,,,Boundaries of electoral polling districts (2021) within North Ayrshire ,DCAT feed
Settlements,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::settlements,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal4/MapServer/33,,,2017-09-15 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Planning;Local Development Plan;Settlements,,,Boundaries of Settlements within North Ayrshire as set out in the Local Development Plan,DCAT feed
Settlements,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::settlements,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::settlements.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-09-15 00:00:00.000000,,,GeoJSON,,North Ayrshire;Planning;Local Development Plan;Settlements,,,Boundaries of Settlements within North Ayrshire as set out in the Local Development Plan,DCAT feed
Settlements,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::settlements,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::settlements.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-09-15 00:00:00.000000,,,CSV,,North Ayrshire;Planning;Local Development Plan;Settlements,,,Boundaries of Settlements within North Ayrshire as set out in the Local Development Plan,DCAT feed
Settlements,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::settlements,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::settlements.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-09-15 00:00:00.000000,,,KML,,North Ayrshire;Planning;Local Development Plan;Settlements,,,Boundaries of Settlements within North Ayrshire as set out in the Local Development Plan,DCAT feed
Settlements,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::settlements,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::settlements.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-09-15 00:00:00.000000,,,ZIP,,North Ayrshire;Planning;Local Development Plan;Settlements,,,Boundaries of Settlements within North Ayrshire as set out in the Local Development Plan,DCAT feed
Library Visits,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::library-visits,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal3/MapServer/30,,,2019-08-29 00:00:00.000000,,,ArcGIS GeoService,,library;libraries;visits,,,"Number of library visits by year, branch and locality. ",DCAT feed
Library Visits,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::library-visits,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::library-visits.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2019-08-29 00:00:00.000000,,,GeoJSON,,library;libraries;visits,,,"Number of library visits by year, branch and locality. ",DCAT feed
Library Visits,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::library-visits,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::library-visits.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2019-08-29 00:00:00.000000,,,CSV,,library;libraries;visits,,,"Number of library visits by year, branch and locality. ",DCAT feed
Grit Bins,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::grit-bins,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal/MapServer/13,,,2017-05-25 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Environment;Grit Bins;Roads;Assets,,,Location of grit bins within North Ayrshire,DCAT feed
Grit Bins,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::grit-bins,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::grit-bins.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,GeoJSON,,North Ayrshire;Environment;Grit Bins;Roads;Assets,,,Location of grit bins within North Ayrshire,DCAT feed
Grit Bins,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::grit-bins,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::grit-bins.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,CSV,,North Ayrshire;Environment;Grit Bins;Roads;Assets,,,Location of grit bins within North Ayrshire,DCAT feed
Grit Bins,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::grit-bins,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::grit-bins.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,KML,,North Ayrshire;Environment;Grit Bins;Roads;Assets,,,Location of grit bins within North Ayrshire,DCAT feed
Grit Bins,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::grit-bins,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::grit-bins.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-05-25 00:00:00.000000,,,ZIP,,North Ayrshire;Environment;Grit Bins;Roads;Assets,,,Location of grit bins within North Ayrshire,DCAT feed
Cemeteries,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cemeteries,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal/FeatureServer/38,,,2018-01-04 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Environment;Streetscene;Cemeteries;Assets,,,"This dataset shows the boundaries of North Ayrshire allotments and states the availability of plots within them. Availability codes are full burial (FB), memorial gardens for cremated remains (CR), memorial gardens for babies (B), woodland burial (W).",DCAT feed
Cemeteries,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cemeteries,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cemeteries.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-01-04 00:00:00.000000,,,GeoJSON,,North Ayrshire;Environment;Streetscene;Cemeteries;Assets,,,"This dataset shows the boundaries of North Ayrshire allotments and states the availability of plots within them. Availability codes are full burial (FB), memorial gardens for cremated remains (CR), memorial gardens for babies (B), woodland burial (W).",DCAT feed
Cemeteries,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cemeteries,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cemeteries.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-01-04 00:00:00.000000,,,CSV,,North Ayrshire;Environment;Streetscene;Cemeteries;Assets,,,"This dataset shows the boundaries of North Ayrshire allotments and states the availability of plots within them. Availability codes are full burial (FB), memorial gardens for cremated remains (CR), memorial gardens for babies (B), woodland burial (W).",DCAT feed
Cemeteries,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cemeteries,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cemeteries.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-01-04 00:00:00.000000,,,KML,,North Ayrshire;Environment;Streetscene;Cemeteries;Assets,,,"This dataset shows the boundaries of North Ayrshire allotments and states the availability of plots within them. Availability codes are full burial (FB), memorial gardens for cremated remains (CR), memorial gardens for babies (B), woodland burial (W).",DCAT feed
Cemeteries,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cemeteries,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cemeteries.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-01-04 00:00:00.000000,,,ZIP,,North Ayrshire;Environment;Streetscene;Cemeteries;Assets,,,"This dataset shows the boundaries of North Ayrshire allotments and states the availability of plots within them. Availability codes are full burial (FB), memorial gardens for cremated remains (CR), memorial gardens for babies (B), woodland burial (W).",DCAT feed
War Memorials,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::war-memorials,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal2/MapServer/53,,,2018-11-01 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Streetscene;War Memorials;Assets;Culture,,,Location of War Memorials maintained by the North Ayrshire Council Streetscene team,DCAT feed
War Memorials,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::war-memorials,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::war-memorials.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,GeoJSON,,North Ayrshire;Streetscene;War Memorials;Assets;Culture,,,Location of War Memorials maintained by the North Ayrshire Council Streetscene team,DCAT feed
War Memorials,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::war-memorials,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::war-memorials.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,CSV,,North Ayrshire;Streetscene;War Memorials;Assets;Culture,,,Location of War Memorials maintained by the North Ayrshire Council Streetscene team,DCAT feed
War Memorials,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::war-memorials,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::war-memorials.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,KML,,North Ayrshire;Streetscene;War Memorials;Assets;Culture,,,Location of War Memorials maintained by the North Ayrshire Council Streetscene team,DCAT feed
War Memorials,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::war-memorials,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::war-memorials.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,ZIP,,North Ayrshire;Streetscene;War Memorials;Assets;Culture,,,Location of War Memorials maintained by the North Ayrshire Council Streetscene team,DCAT feed
CCTV Locations,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cctv-locations,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal4/MapServer/12,,,2018-11-01 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Housing;Community Safety;CCTV,,,"Shows the location, type and coverage of North Ayrshire Council CCTV cameras.",DCAT feed
CCTV Locations,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cctv-locations,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cctv-locations.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,GeoJSON,,North Ayrshire;Housing;Community Safety;CCTV,,,"Shows the location, type and coverage of North Ayrshire Council CCTV cameras.",DCAT feed
CCTV Locations,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cctv-locations,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cctv-locations.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,CSV,,North Ayrshire;Housing;Community Safety;CCTV,,,"Shows the location, type and coverage of North Ayrshire Council CCTV cameras.",DCAT feed
CCTV Locations,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cctv-locations,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cctv-locations.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,KML,,North Ayrshire;Housing;Community Safety;CCTV,,,"Shows the location, type and coverage of North Ayrshire Council CCTV cameras.",DCAT feed
CCTV Locations,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::cctv-locations,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::cctv-locations.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-11-01 00:00:00.000000,,,ZIP,,North Ayrshire;Housing;Community Safety;CCTV,,,"Shows the location, type and coverage of North Ayrshire Council CCTV cameras.",DCAT feed
Car Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::car-parks,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal4/MapServer/20,,,2018-10-30 00:00:00.000000,,,ArcGIS GeoService,,Roads;Car Parks;North Ayrshire,,,Car Parks within North Ayrshire.,DCAT feed
Car Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::car-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::car-parks.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,GeoJSON,,Roads;Car Parks;North Ayrshire,,,Car Parks within North Ayrshire.,DCAT feed
Car Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::car-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::car-parks.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,CSV,,Roads;Car Parks;North Ayrshire,,,Car Parks within North Ayrshire.,DCAT feed
Car Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::car-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::car-parks.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,KML,,Roads;Car Parks;North Ayrshire,,,Car Parks within North Ayrshire.,DCAT feed
Car Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::car-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::car-parks.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,ZIP,,Roads;Car Parks;North Ayrshire,,,Car Parks within North Ayrshire.,DCAT feed
Life Belts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::life-belts,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal4/MapServer/7,,,2018-10-30 00:00:00.000000,,,ArcGIS GeoService,,Streetscene;Environment;Life Belts;Assets;North Ayrshire,,,Location of life belts maintained by the North Ayrshire Council Streetscene team,DCAT feed
Life Belts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::life-belts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::life-belts.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,GeoJSON,,Streetscene;Environment;Life Belts;Assets;North Ayrshire,,,Location of life belts maintained by the North Ayrshire Council Streetscene team,DCAT feed
Life Belts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::life-belts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::life-belts.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,CSV,,Streetscene;Environment;Life Belts;Assets;North Ayrshire,,,Location of life belts maintained by the North Ayrshire Council Streetscene team,DCAT feed
Life Belts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::life-belts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::life-belts.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,KML,,Streetscene;Environment;Life Belts;Assets;North Ayrshire,,,Location of life belts maintained by the North Ayrshire Council Streetscene team,DCAT feed
Life Belts,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::life-belts,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::life-belts.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-10-30 00:00:00.000000,,,ZIP,,Streetscene;Environment;Life Belts;Assets;North Ayrshire,,,Location of life belts maintained by the North Ayrshire Council Streetscene team,DCAT feed
Play Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::play-parks,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal2/MapServer/44,,,2018-02-15 00:00:00.000000,,,ArcGIS GeoService,,Environment;Streetscene;Assets;Play Parks,,,Location of play parks maintained by the North Ayrshire Council Streetscene team,DCAT feed
Play Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::play-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::play-parks.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-02-15 00:00:00.000000,,,GeoJSON,,Environment;Streetscene;Assets;Play Parks,,,Location of play parks maintained by the North Ayrshire Council Streetscene team,DCAT feed
Play Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::play-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::play-parks.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-02-15 00:00:00.000000,,,CSV,,Environment;Streetscene;Assets;Play Parks,,,Location of play parks maintained by the North Ayrshire Council Streetscene team,DCAT feed
Play Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::play-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::play-parks.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-02-15 00:00:00.000000,,,KML,,Environment;Streetscene;Assets;Play Parks,,,Location of play parks maintained by the North Ayrshire Council Streetscene team,DCAT feed
Play Parks,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::play-parks,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::play-parks.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2018-02-15 00:00:00.000000,,,ZIP,,Environment;Streetscene;Assets;Play Parks,,,Location of play parks maintained by the North Ayrshire Council Streetscene team,DCAT feed
Allotments,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::allotments,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal/FeatureServer/37,,,2017-12-04 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Environment;Streetscene;Allotments,,,Boundaries of North Ayrshire allotments.,DCAT feed
Allotments,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::allotments,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::allotments.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-12-04 00:00:00.000000,,,GeoJSON,,North Ayrshire;Environment;Streetscene;Allotments,,,Boundaries of North Ayrshire allotments.,DCAT feed
Allotments,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::allotments,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::allotments.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-12-04 00:00:00.000000,,,CSV,,North Ayrshire;Environment;Streetscene;Allotments,,,Boundaries of North Ayrshire allotments.,DCAT feed
Allotments,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::allotments,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::allotments.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-12-04 00:00:00.000000,,,KML,,North Ayrshire;Environment;Streetscene;Allotments,,,Boundaries of North Ayrshire allotments.,DCAT feed
Allotments,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::allotments,https://maps-north-ayrshire.opendata.arcgis.com/datasets/north-ayrshire::allotments.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,,,2017-12-04 00:00:00.000000,,,ZIP,,North Ayrshire;Environment;Streetscene;Allotments,,,Boundaries of North Ayrshire allotments.,DCAT feed
Care Homes,North Ayrshire Council,https://maps-north-ayrshire.opendata.arcgis.com/maps/north-ayrshire::care-homes,https://www.maps.north-ayrshire.gov.uk/arcgis/rest/services/AGOL/Open_Data_Portal2/MapServer/32,,,2017-11-28 00:00:00.000000,,,ArcGIS GeoService,,North Ayrshire;Council Buildings;Care Homes;Elderly,,,Location of Care Homes within North Ayrshire. Residential and day care services.,DCAT feed
