Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileSize,FileType,NumRecords,OriginalTags,ManualTags,License,Description
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=inspire:SCHOOL_CATCHMENTS_PRIMARY&maxFeatures=50&outputFormat=SHAPE-ZIP,2017-10-24,2017-10-14,143336,ZIP,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=inspire:SCHOOL_CATCHMENTS_PRIMARY&maxFeatures=100&outputFormat=application%2Fjson&srsName=EPSG:3857,2017-10-24,2017-10-14,691370,GeoJSON,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=inspire:SCHOOL_CATCHMENTS_SECONDARY&maxFeatures=100&outputFormat=SHAPE-ZIP,2017-10-24,2017-10-14,66953,ZIP,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=inspire:SCHOOL_CATCHMENTS_SECONDARY&maxFeatures=100&outputFormat=application%2Fjson&srsName=EPSG:3857,2017-10-24,2017-10-14,299950,GeoJSON,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/wms?service=WMS&version=1.3.0&request=getCapabilities,2017-10-24,2017-10-14,50050,WMS,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Catchment Areas,Dundee,https://data.dundeecity.gov.uk/dataset/school-catchment-areas,http://inspire.dundeecity.gov.uk/geoserver/inspire/ows?service=wfs&request=getCapabilities,2017-10-24,2017-10-14,94886,WFS,,Education,,Open Government Licence 3.0 (United Kingdom),"Catchment areas of all mainstream schools within the Dundee City Council administrative boundary. Catchments are available for Primary and Secondary, Denominational and Nondenominational schools. Catchment areas are used to help place children resident in that area into their catchment school. 

Children are allocated Priority 1 status for their catchment school. Other children not resident in that catchment area are required to make a placing request for entry into that school."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/4df54069-79b2-4fde-aa48-fcd53d74cc45/download/19-20-nursery-menu-final.xlsx,2019-03-19,2018-01-23,13396,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/d74ebcfb-1b99-4ca5-bd72-bc521b4e7704/download/19-20-primary-menu-final.xlsx,2019-03-19,2018-01-23,13620,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/7dc69235-8b18-4577-a9e4-078736a863c5/download/19-20-secondary-menu-final.xlsx,2019-03-19,2018-01-23,12570,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/516675cd-0388-490e-a8a0-4d0ec1359570/download/18-19-nursery-menu-final.xlsx,2019-03-19,2018-01-23,13302,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/0d434c00-f11d-41dd-947b-af459194ffc7/download/18-19-primary-menu-final.xlsx,2019-03-19,2018-01-23,13039,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/49e17abe-b953-4c75-8acb-a26f750bc5f3/download/18-19-secondary-menu-final.xlsx,2019-03-19,2018-01-23,12653,XLSX,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/ec14e933-f869-4d81-ac45-f2e477a1ae70/download/angus-nursery-school-menu.xls,2019-03-19,2018-01-23,50688,XLS,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/bc84f796-f04a-48e1-a16c-e2f671f3ceee/download/dundee-and-perth-nursery-school-menu.xls,2019-03-19,2018-01-23,51712,XLS,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/15e2818a-84b4-4bc5-90ed-599c78505721/download/primary-school-menu.xls,2019-03-19,2018-01-23,48128,XLS,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Meals,Dundee,https://data.dundeecity.gov.uk/dataset/school-meals,https://data.dundeecity.gov.uk/dataset/3bad864e-4fa7-42b7-8ec7-65bf2260ebab/resource/55844f67-fdfb-433f-ac91-06d74723074a/download/secondary-school-menu.xls,2019-03-19,2018-01-23,50688,XLS,,School Meals,,Creative Commons Attribution 4.0,"School meals catered by [Tayside Contracts](https://www.tayside-contracts.co.uk/school-catering) across Dundee, Perth and Kinross, and Angus. Menus change annually, running from April - March."
School Pupil Rolls and FTE Teachers,Dundee,https://data.dundeecity.gov.uk/dataset/school-pupil-rolls-and-fte-teachers,https://data.dundeecity.gov.uk/dataset/b11a1991-abab-4900-a8ab-731239ada4ab/resource/b8d10c39-8dc8-4415-b795-553d11a0865e/download/total-pupils-and-teachers-sept-2017.xlsx,2019-03-19,2018-04-24,288123,XLSX,,school,,Open Government Licence 3.0 (United Kingdom),"Data includes the number of students on school rolls, and number of full time equivalent (FTE) teachers as at September of the given year. Filtered form the [national dataset](http://www.gov.scot/Topics/Statistics/Browse/School-Education/Datasets) to include schools within Dundee City only."
School Term Dates,Dundee,https://data.dundeecity.gov.uk/dataset/school-term-dates,https://data.dundeecity.gov.uk/dataset/b815109b-3aeb-45b0-bac0-1cdbcd36e295/resource/5740679d-4677-4461-a2f8-1dc36266e84f/download/school-terms-dates_-dundee-city.ics,2019-03-19,2018-05-16,18780,ICS,,school,,Open Government Licence 3.0 (United Kingdom),"School term dates for schools within Dundee City for the following academic years:

* 2018/2019
* 2019/2020
* 2020/2021

Dates include public and school holidays as well as staff in service days. iCalendar format allows you to add dates to most calendar applications. "
School Term Dates,Dundee,https://data.dundeecity.gov.uk/dataset/school-term-dates,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/school-term-dates,2019-03-19,2018-05-16,62824,,,school,,Open Government Licence 3.0 (United Kingdom),"School term dates for schools within Dundee City for the following academic years:

* 2018/2019
* 2019/2020
* 2020/2021

Dates include public and school holidays as well as staff in service days. iCalendar format allows you to add dates to most calendar applications. "
School Term Dates,Dundee,https://data.dundeecity.gov.uk/dataset/school-term-dates,https://data.dundeecity.gov.uk/dataset/b815109b-3aeb-45b0-bac0-1cdbcd36e295/resource/d8bb8a15-8293-4b86-8b83-e9e849d4fd9c/download/school-term-dates-csv.csv,2019-03-19,2018-05-16,5139,CSV,,school,,Open Government Licence 3.0 (United Kingdom),"School term dates for schools within Dundee City for the following academic years:

* 2018/2019
* 2019/2020
* 2020/2021

Dates include public and school holidays as well as staff in service days. iCalendar format allows you to add dates to most calendar applications. "
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/291f2f43-a437-4c46-bdb4-14fa687fef49/download/coldside-ward-2017-election-results.csv,2019-03-19,2017-12-08,828780,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/e1bd755e-5b89-4c42-860c-cd95722a7a8a/download/east-end-ward-2017-election-results.csv,2019-03-19,2017-12-08,536116,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/ba1d296f-d5ac-4a73-ba4d-1babea549009/download/lochee-ward-2017-election-results.csv,2019-03-19,2017-12-08,755510,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/5ad4876c-8c95-49e3-ab32-f1759a03255b/download/maryfield-ward-2017-election-results.csv,2019-03-19,2017-12-08,351400,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/6b12bf64-9346-43db-82d6-4af616eb6f1a/download/north-east-ward-2017-election-results.csv,2019-03-19,2017-12-08,434230,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/db21fda1-7fa8-483b-bd6a-1b8abe1d5bf4/download/strathmartine-ward-2017-election-results.csv,2019-03-19,2017-12-08,555212,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/e492b38c-6baa-4fb8-8291-1040c474913a/download/the-ferry-ward-2017-election-results.csv,2019-03-19,2017-12-08,755008,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/24dbb463-6b80-448d-aae9-e118e7d0a947/download/west-end-ward-2017-election-results.csv,2019-03-19,2017-12-08,782618,CSV,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
Scottish Local Election 2017 Results,Dundee,https://data.dundeecity.gov.uk/dataset/scottish-local-election-2017-results,https://data.dundeecity.gov.uk/dataset/edce7c3c-350c-4608-ba90-5a296dd27ad7/resource/4c1ffb11-aff9-4e4f-a5d7-e1caba10f9de/download/guidance.pdf,2019-03-19,2017-12-08,256344,PDF,,Election,,Open Government Licence 3.0 (United Kingdom),Dundee City Council 2017 Election Results. The preference profile reports for each ward are listed in CSV format. Prior to accessing the reports you should read the separate Guidance document.
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/4294afe4-cc0f-4e5e-89b5-f6c3cf4c028b/download/sape_dundeedz_mid17_persons.csv,2021-03-05,2019-01-29,49375,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/72ecec9e-64cb-4b7e-8118-5ae3feccd14d/download/sape_dundeedz_mid17_males.csv,2021-03-05,2019-01-29,44380,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/8e721e65-15b7-4afc-91e1-87076b745e8c/download/sape_dundeedz_mid17_females.csv,2021-03-05,2019-01-29,44526,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/364b59d8-d0e4-4d4e-b5d9-b9124972a2f6/download/tritresearchsupportadviceaboutdundeeaboutdundee2019open_data_extractssape-2018-persons.csv,2021-03-05,2019-01-29,47011,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/16ac6610-9e69-4060-8f0d-2ec0fefe45c8/download/tritresearchsupportadviceaboutdundeeaboutdundee2019open_data_extractssape-2018-males.csv,2021-03-05,2019-01-29,42128,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/95bf9321-fa4c-4d11-8d7b-f8341ea109a1/download/tritresearchsupportadviceaboutdundeeaboutdundee2019open_data_extractssape-2018-females.csv,2021-03-05,2019-01-29,42283,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/cb65175a-2448-4c7a-b055-e12a42a06586/download/dundee_sape19_all_persons.csv,2021-03-05,2019-01-29,49433,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/ff1649d6-547d-42dd-94dc-1c36b4dd2cab/download/dundee_sape19_males.csv,2021-03-05,2019-01-29,44546,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/321f9812-b6bf-4b4c-99e8-6e197e06f2cd/download/dundee_sape19_females.csv,2021-03-05,2019-01-29,44678,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.
At Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.
The following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. 

National Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2019 Small Area Population Estimates which were published in August 2020. You can access the full NRS publication by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/mid-2019

Detailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:
https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates/time-series
© Crown Copyright 2020

"
